TimeStamp,Symbol,Quantity,Price
51312729024,aaf,151,299
51312747201,gdb,58,206
51312777732,fbe,164,181
51312784686,dfe,295,129
51312802166,bgc,134,135
51312803231,edg,274,380
51312808215,fed,118,330
51312808224,aaa,270,230
51312889613,ffe,195,14
51312929334,dfg,22,223
51312937936,dcb,10,61
51312939569,ecb,224,149
51312942200,ddc,229,149
51312945513,gbc,54,252
51312946726,dca,209,324
51312958687,adg,288,218
51312984495,fce,269,18
51312987974,edc,107,121
51313008722,caa,48,272
51313009983,bec,283,212
51313025198,bff,285,185
51313050250,bbb,140,77
51313064909,fga,94,247
51313108933,deg,274,97
51313109275,fea,187,345
51313115943,ffa,148,15
51313117460,ebb,154,240
51313138767,gee,172,200
51313144612,gcc,255,136
51313151134,ddb,282,73
51313163201,cgb,54,111
51313199509,feb,170,207
51313203361,bca,235,146
51313245325,dec,55,70
51313257865,ead,121,31
51313282599,dcd,258,156
51313296207,cea,122,163
51313333872,abc,253,15
51313345064,baf,251,19
51313345377,gbd,211,38
51313345937,cff,138,28
51313359796,bac,140,87
51313361694,ecg,89,83
51313375456,ged,159,292
51313383163,acd,235,62
51313384745,bge,128,192
51313395912,dfe,211,129
51313399764,age,4,144
51313399825,faa,182,119
51313421462,acd,31,59
51313432416,aaf,162,257
51313445369,cgd,297,27
51313459696,bce,8,168
51313462789,gda,256,316
51313480886,dde,275,102
51313485101,ged,100,332
51313486274,cbf,255,294
51313490357,dfa,268,77
51313502085,cgc,174,185
51313538281,bee,105,136
51313539626,cca,165,228
51313552881,dbb,99,287
51313600179,bae,235,251
51313634999,dge,260,57
51313670414,eed,193,41
51313676386,ebc,168,60
51313677261,egb,23,291
51313678119,def,84,259
51313686453,cdd,56,170
51313704686,bbc,230,39
51313706465,deb,213,193
51313734319,abg,192,113
51313743159,dgc,55,39
51313744580,aag,61,177
51313750734,ace,21,264
51313752613,gaf,126,15
51313761991,ada,42,345
51313764747,gge,195,183
51313771795,bfe,204,455
51313782364,bff,4,207
51313784594,efd,184,175
51313841514,ece,271,241
51313850464,bcb,190,145
51313862777,gga,205,286
51313875063,ebe,224,135
51313875108,ged,227,371
51313884263,cdf,56,207
51313913076,cfc,249,180
51313944142,gae,292,75
51313966452,ddd,4,232
51313980247,dgd,208,48
51313991013,ebb,167,256
51314004802,egg,92,57
51314011323,dbf,299,244
51314039120,aae,251,112
51314067119,abd,132,213
51314109227,cfe,263,22
51314122277,gcf,160,20
51314132796,cfc,134,145
51314159307,ebd,132,227
51314163316,aad,198,148
51314188884,eea,198,200
51314197869,bag,250,107
51314217461,aga,149,333
51314238417,aae,44,106
51314250708,cgf,122,249
51314272779,gac,170,106
51314319899,bbf,215,144
51314321753,dfc,58,132
51314329216,cgg,43,276
51314335800,dac,29,96
51314346778,ddd,185,227
51314354540,abb,276,223
51314371898,aag,142,208
51314388553,gfc,106,219
51314392872,fde,198,66
51314399366,bae,208,233
51314438534,cce,112,207
51314455804,aeg,163,59
51314456994,bbf,260,135
51314469215,eff,52,146
51314488139,cbd,79,122
51314510841,dea,273,146
51314551850,eac,148,31
51314555982,dbd,222,244
51314564707,fae,208,296
51314565594,eff,188,116
51314608887,fae,160,307
51314617414,edb,10,209
51314632003,gca,299,230
51314688880,egf,50,71
51314772871,aac,91,181
51314790673,ebf,276,90
51314844111,fcd,16,273
51314901210,fff,19,84
51314920778,gaa,261,191
51314943724,egd,217,45
51314955939,eed,187,37
51314973741,bce,209,141
51314979230,fgg,38,213
51314983019,egc,67,56
51315028613,afg,154,224
51315041938,ccc,73,270
51315055906,edc,102,96
51315069318,ceg,281,188
51315077809,ebc,205,52
51315093593,bca,160,124
51315098275,bfa,295,152
51315103255,bdc,191,120
51315103493,gdb,273,203
51315111158,fbe,37,152
51315114570,cfd,75,53
51315117880,fdf,79,248
51315119684,fdc,139,158
51315153360,gad,65,140
51315166132,efg,89,102
51315179800,gbc,140,211
51315188131,dcb,222,61
51315200796,aaa,231,255
51315203063,egb,101,296
51315225196,dcg,14,215
51315232275,ddf,80,113
51315245050,dab,54,142
51315248582,bad,286,54
51315261618,beb,153,244
51315264549,fbf,267,172
51315304012,dba,251,111
51315339499,eag,98,181
51315343080,geb,165,114
51315359012,ecd,157,96
51315381595,ebb,24,250
51315382681,cbg,286,170
51315387306,bcg,218,106
51315388701,ced,198,74
51315411896,dcf,234,190
51315430709,eae,41,88
51315459765,agf,58,118
51315534957,dad,236,188
51315563823,eeb,274,215
51315575471,fac,287,134
51315601678,gba,169,38
51315607467,aec,227,286
51315632564,agb,102,304
51315639211,beg,26,221
51315683842,fef,235,50
51315687977,cae,219,298
51315702679,bbe,228,110
51315739520,cad,244,213
51315764988,cee,77,254
51315788851,bda,201,301
51315793338,dcd,298,166
51315797129,dgf,88,114
51315822519,ddd,76,254
51315827812,dee,81,263
51315830933,dae,28,148
51315852958,bdb,201,119
51315874349,bfg,32,230
51315924688,efb,63,147
51315939756,bda,214,304
51315950989,gdc,256,75
51315966461,aea,2,134
51315967455,dea,91,116
51316006688,bfc,40,160
51316010644,abf,69,89
51316039277,fba,45,177
51316041848,eeb,122,191
51316052951,ebg,202,151
51316058716,bgg,285,116
51316072536,fcc,38,24
51316075823,ggc,239,45
51316091007,eba,220,139
51316135164,bdf,226,82
51316184447,adf,292,257
51316215538,cde,101,299
51316216174,cag,294,54
51316222934,ead,271,32
51316234857,caf,195,16
51316235831,gac,229,84
51316269387,cdc,40,106
51316275825,agg,206,100
51316277703,eff,186,109
51316278534,gcd,69,164
51316282001,aeb,235,192
51316286598,cgb,160,92
51316332728,bdf,98,94
51316343772,bae,275,235
51316351067,ffg,120,150
51316359429,cbe,201,27
51316395259,fcg,89,222
51316413769,fea,27,276
51316419172,aea,224,125
51316431374,gda,14,312
51316445562,ggf,148,59
51316448303,eab,216,106
51316499473,ega,16,21
51316515127,fdd,208,38
51316536294,fbd,155,197
51316538177,abe,234,260
51316542071,cfa,83,149
51316544752,cfb,202,18
51316551956,dcd,165,177
51316565082,bba,45,5
51316572279,ffd,82,72
51316574218,bdc,135,104
51316582030,fab,208,45
51316582616,cae,19,238
51316599011,gce,286,287
51316602892,ccb,38,21
51316608622,baa,15,176
51316622396,aab,133,169
51316633171,bgf,15,103
51316634727,cgg,218,278
51316637096,ace,214,311
51316663065,eaa,250,280
51316680351,gfb,74,274
51316685521,dfb,118,122
51316688227,gde,134,39
51316697538,afg,124,194
51316704901,afg,79,215
51316715297,eda,111,109
51316723783,gdg,251,98
51316733250,fac,90,116
51316785681,fcf,37,79
51316805056,agc,148,7
51316820951,eaf,230,21
51316829477,beb,228,263
51316849629,ebb,130,292
51316860839,ebg,196,128
51316866106,eef,213,265
51316883582,ege,152,221
51316885521,gbe,118,134
51316892366,gac,251,88
51316927770,fcb,36,315
51316929858,cdg,54,109
51316945942,gef,18,165
51316947891,aff,221,16
51317003045,fdc,134,153
51317046377,geg,32,262
51317047889,afd,56,100
51317050749,eee,69,159
51317051521,age,43,122
51317079368,cac,73,148
51317079701,ffe,122,16
51317084509,bcc,232,18
51317096335,bcf,170,155
51317100186,bbf,35,126
51317108327,afg,293,176
51317114214,dce,208,117
51317149341,gcc,153,155
51317172824,bga,76,84
51317184229,fcc,221,25
51317213423,cac,276,145
51317223476,fdg,96,179
51317232783,cgf,196,278
51317239647,aff,156,14
51317286117,gbf,287,204
51317287333,fca,265,203
51317293238,cga,72,218
51317309697,faa,272,101
51317317445,gee,108,231
51317351209,acd,269,54
51317361866,cda,61,112
51317376394,ded,253,161
51317377493,dgf,282,117
51317378145,afc,129,225
51317393234,feg,141,74
51317405392,ggb,103,20
51317407095,eeb,72,223
51317417698,dff,54,255
51317434853,acc,286,200
51317451230,agd,186,290
51317473775,abd,98,178
51317496889,ceb,96,269
51317499997,ede,211,14
51317562191,ece,63,236
51317564074,aed,125,221
51317574606,gda,164,293
51317581188,fec,50,42
51317592022,fab,263,44
51317644262,ffc,39,278
51317670717,aef,231,396
51317680882,ecc,242,78
51317712209,gcb,210,50
51317715640,efe,174,177
51317744959,fbc,268,271
51317757976,feb,91,190
51317760140,edb,198,169
51317797908,aae,119,89
51317817495,aed,55,251
51317828526,eae,78,72
51317831387,fbg,196,64
51317841528,ggg,75,138
